LocationHistoryID*	AuthorizedBy	Location* - do not change	LocationDate	LocationStatus	PrimaryKey_Object_Table	o_Accession_Full_ID	o_ItemType	topLevelLocation	childStorageLocation	childType	Location_refined	UniqueRooms	Room	Shelf/Drawer	Box	Library No.	Old Locations
204	Curator	Locked Storeroom C8	5/11/1998	Stored	18	A1986.52	ArtWork	Locked Storeroom	C8	container	Locked Storeroom		Locked Storeroom	C8			1
205	JILLM	R35	18/01/2000	Stored	82	A1986.63	ArtWork	NULL	R35	container	R35			R35			1
206	JILLM	Locked Storeroom, Drawer C2	14/02/2000	Stored	197	A1986.68	ArtWork	Locked Storeroom	Drawer C2	drawer	Locked Storeroom		Locked Storeroom	Drawer C2			1
207	JILLM	Locked Storeroom, Drawer B2	29/05/2000	Stored	198	A1986.69	ArtWork	Locked Storeroom	Drawer B2	drawer	Locked Storeroom		Locked Storeroom	Drawer B2			1
208	Curator	Government House	8/12/1999	Displayed	162	A1987.245	ArtWork	NULL	Government House	container	Government House		Government House				0
209	Curator	Locked Storeroom C6	10/11/1998	Stored	35	A1900.126	ArtWork	Locked Storeroom	C6	container	Locked Storeroom		Locked Storeroom	C6			1
210	Curator	Locked Storeroom B10	10/11/1998	Stored	29	A1988.135	ArtWork	Locked Storeroom	B10	container	Locked Storeroom		Locked Storeroom	B10			1
211	Curator	Meeting Room, south wall	19/10/1999	Displayed	133	A1900.47	ArtWork	Meeting room	south wall	container	Meeting room		Meeting room				0
212	Curator	Tranby Room, North Wall	11/11/1998	Stored	45	A1989.156	ArtWork	Tranby room	North Wall	container	Tranby room		Tranby room				0
213	Curator	Tranby Room Dwr	10/11/1998	Stored	36	A1989.69	ArtWork	Tranby room	Dwr	container	Tranby room		Tranby room				1
214	JILLM	Locked Storeroom, Drawer C9	29/05/2000	Stored	160	A1990.1	ArtWork	Locked Storeroom	Drawer C9	drawer	Locked Storeroom		Locked Storeroom	Drawer C9			1
215	JILLM	Locked Storeroom	29/05/2000	Stored	161	A1990.115	ArtWork	NULL	Locked Storeroom	room	Locked Storeroom		Locked Storeroom				0
216	JILLM	Tranby Room, Drawer 17	14/02/2000	Stored	195	A1990.118	ArtWork	Tranby room	Drawer 17	drawer	Tranby room		Tranby room	Drawer 17			0
217	Curator	North wall hall	10/11/1999	Stored	143	A1990.2	ArtWork	NULL	North wall hall	container	North wall hall	Hall	Hall				0
218	Curator	Locked Storeroom C3	11/11/1998	Stored	49	A1900.195	ArtWork	Locked Storeroom	C3	container	Locked Storeroom		Locked Storeroom	C3			1
219	Curator	Locked Storeroom B6	5/11/1998	Stored	15	A1900.188	ArtWork	Locked Storeroom	B6	container	Locked Storeroom		Locked Storeroom	B6			1
220	JILLM	Tranby Room, Drawer D9	29/05/2000	Stored	222	A1991.100	ArtWork	Tranby room	Drawer D9	drawer	Tranby room		Tranby room	Drawer D9			1
221	JILLM	Tranby Room, Drawer D9	4/11/1998	Stored	7	A1991.101	ArtWork	Tranby room	Drawer D9	drawer	Tranby room		Tranby room	Drawer D9			1
222	JILLM	Tranby Room, Drawer D9	29/05/2000	Stored	137	A1991.102	ArtWork	Tranby room	Drawer D9	drawer	Tranby room		Tranby room	Drawer D9			1
223	JILLM	Tranby Room, Drawer D9	4/11/1998	Stored	9	A1991.103	ArtWork	Tranby room	Drawer D9	drawer	Tranby room		Tranby room	Drawer D9			1
224	JILLM	Tranby Room, Drawer D10	13/11/1998	Stored	61	A1991.104	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
225	JILLM	Tranby Room, Drawer D10	29/05/2000	Stored	158	A1991.105	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
226	Curator	Tranby Room, Drawer D10	29/05/2000	Stored	214	A1991.106a	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
227	Curator	Tranby room, Drawer D10	29/05/2000	Stored	215	A1991.106b	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
228	Curator	Tranby Room, Drawer D10	29/05/2000	Stored	216	A1991.106c	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
229	Curator	Tranby Room, Drawer D10	29/05/2000	Stored	217	A1991.106d	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
230	Curator	Tranby Room, Drawer D10	29/05/2000	Stored	219	A1991.106f	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
231	JILLM	Locked Storeroom	29/05/2000	Stored	211	A1940.14	ArtWork	NULL	Locked Storeroom	room	Locked Storeroom		Locked Storeroom				0
232	JILLM	Tranby Room, Drawer D9	10/11/1999	Stored	144	A1991.109	ArtWork	Tranby room	Drawer D9	drawer	Tranby room		Tranby room	Drawer D9			1
233	JILLM	Tranby Room, Drawer D9	10/11/1999	Stored	145	A1991.110	ArtWork	Tranby room	Drawer D9	drawer	Tranby room		Tranby room	Drawer D9			1
234	JILLM	Tranby Room, Drawer D10	29/05/2000	Stored	149	A1991.111	ArtWork	Tranby room	Drawer D10	drawer	Tranby room		Tranby room	Drawer D10			1
235	JILLM	Locked Storeroom, Drawer B9	29/05/2000	Stored	199	A1991.123	ArtWork	Locked Storeroom	Drawer B9	drawer	Locked Storeroom		Locked Storeroom	Drawer B9			1
236	JILLM	Locked Storeroom, Drawer C4	29/05/2000	Stored	221	A1991.82	ArtWork	Locked Storeroom	Drawer C4	drawer	Locked Storeroom		Locked Storeroom	Drawer C4			1
237	JILLM	Locked Storeroom, Drawer C4	29/05/2000	Stored	146	A1991.86	ArtWork	Locked Storeroom	Drawer C4	drawer	Locked Storeroom		Locked Storeroom	Drawer C4			1
238	JILLM	Locked Storeroom, Drawer B6	29/05/2000	Stored	153	A1992.12	ArtWork	Locked Storeroom	Drawer B6	drawer	Locked Storeroom		Locked Storeroom	Drawer B6			1
239	JILLM	Locked Storeroom, Drawer B3	29/05/2000	Stored	207	A1938.66c	ArtWork	Locked Storeroom	Drawer B3	drawer	Locked Storeroom		Locked Storeroom	Drawer B3			1
240	Curator	Locked storeroom C4	5/11/1998	Stored	13	A1992.16	ArtWork	Locked Storeroom	C4	container	Locked Storeroom		Locked Storeroom	C4			1
241	Curator	Box under table in upper foyer	07/02/2000	Stored	191	A1992.3	ArtWork	NULL	Box under table in upper foyer	container	Box under table in upper foyer	Foyer	Foyer				1
242	Curator	Costume room	8/11/2000	Stored	698	C1986.14	Costume	NULL	Costume room	room	Costume room		Costume room				0
247	REB	Costume Room box 200	26/09/2000	Stored	546	C1986.265a	Costume	Costume room	box 200	box	Costume room		Costume room		box 200		0
248	REB	Costume room box 200	7/11/2000	Stored	689	C1986.265b	Costume	Costume room	box 200	box	Costume room		Costume room		box 200		0
250	REB	Costume Room box 13	20/07/2000	Stored	456	C1986.269	Costume	Costume room	box 13	box	Costume room		Costume room		box 13		0
290	Curator	Costume Room	26/09/2000	Stored	542	C1992.60	Costume	NULL	Costume room	room	Costume room		Costume room				0
297	HED	Costume room, Box 162	15/11/2000	Stored	727	C1993.114a	Costume	Costume room	Box 162	box	Costume room		Costume room		Box 162		0
298	HED	Costume room, Box 162	15/11/2000	Stored	728	C1993.114b	Costume	Costume room	Box 162	box	Costume room		Costume room		Box 162		0
299	Curator	Costume room, Box 162	15/11/2000	Stored	729	C1993.114c	Costume	Costume room	Box 162	box	Costume room		Costume room		Box 162		0
300	Curator	Costume room, Box 162	15/11/2000	Stored	730	C1993.114d-f	Costume	Costume room	Box 162	box	Costume room		Costume room		Box 162		0
301	HED	Costume room, Box 162	15/11/2000	Stored	731	C1993.114g	Costume	Costume room	Box 162	box	Costume room		Costume room		Box 162		0
306	Curator	Costume room Box 98	22/11/2000	Stored	764	C1993.55a	Costume	Costume room	Box 98	box	Costume room		Costume room		Box 98		0
307	Curator	Costume room Box 98	22/11/2000	Stored	765	C1993.55b	Costume	Costume room	Box 98	box	Costume room		Costume room		Box 98		0
308	Curator	Costume room Box 98	22/11/2000	Stored	766	C1993.55c	Costume	Costume room	Box 98	box	Costume room		Costume room		Box 98		0
319	Curator	Costume room, Box 64	8/11/2000	Stored	693	C1996.59a	Costume	Costume room	Box 64	box	Costume room		Costume room		Box 64		0
320	Curator	Costume room (1/10/96) Box 64	8/11/2000	Stored	694	C1996.59b	Costume	Costume room	(1/10/96) Box 64	box	Costume room		Costume room		Box 64		1
326	Curator	Costume room	19/09/2000	Stored	539	C2000.0	Costume	NULL	Costume room	room	Costume room		Costume room				0
327	Curator	Costume Room, box 1.	3/10/2000	Stored	552	C2000.35	Costume	Costume room	box 1.	box	Costume room		Costume room		Box 1		1
328	Curator	Tranby Room Linen Cupboard	3/10/2000	Stored	553	C2000.36	Costume	Tranby room	Linen Cupboard	container	Tranby room		Tranby room				1
329	REB	Costume Room Hat box 2	17/10/2000	Stored	577	C2000.37a	Costume	Costume room	Hat box 2	box	Costume room		Costume room		Hat box 2		0
331	Curator	Costume Room Box	17/10/2000	Stored	584	C2000.38a	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
332	REB	Costume Room	17/10/2000	Stored	586	C2000.38b	Costume	NULL	Costume room	room	Costume room		Costume room				0
333	Curator	Costume Room	17/10/2000	Stored	588	C2000.38c	Costume	NULL	Costume room	room	Costume room		Costume room				0
334	Curator	Costume room	24/10/2000	Stored	610	C2000.38d	Costume	NULL	Costume room	room	Costume room		Costume room				0
335	Curator	Tranby Room Jewellery	24/10/2000	Stored	611	C2000.38e	Costume	Tranby room	Jewellery	container	Tranby room		Tranby room				1
336	Curator	Tranby Room Jewellery drawers.	24/10/2000	Stored	612	C2000.38f	Costume	Tranby room	Jewellery drawers.	drawer	Tranby room		Tranby room	Jewellery drawers.			1
337	REB	Costume Room Box no	24/10/2000	Stored	613	C2000.38g	Costume	Costume room	Box no	box	Costume room		Costume room		Box no		1
338	Curator	Costume Room Box 241	24/10/2000	Stored	614	C2000.38h	Costume	Costume room	Box 241	box	Costume room		Costume room		Box 241		0
339	Curator	Costume Room Box 241	24/10/2000	Stored	616	C2000.38i	Costume	Costume room	Box 241	box	Costume room		Costume room		Box 241		0
340	Curator	Costume Room Box 241	24/10/2000	Stored	617	C2000.38j	Costume	Costume room	Box 241	box	Costume room		Costume room		Box 241		0
341	REB	Costume Room box 241	24/10/2000	Stored	615	C2000.38k	Costume	Costume room	box 241	box	Costume room		Costume room		box 241		0
343	Curator	Costume Room	12/12/2000	Stored	837	C2000.42a	Costume	NULL	Costume room	room	Costume room		Costume room				0
344	Curator	Costume Room Box	12/12/2000	Stored	838	C2000.43a	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
345	Curator	Costume Room Box	12/12/2000	Stored	839	C2000.43b	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
346	REB	Costume Room Box	12/12/2000	Stored	840	C2000.44	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
347	Curator	Costume Room Box	12/12/2000	Stored	841	C2000.45	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
677	JILLM	Library	08/05/2000	Stored	335	A1996.50u	ArtWork	NULL	Library	room	Library		Library				0
679	HED	Costume room Box 205	13/12/2000	Stored	844	C1994.33	Costume	Costume room	Box 205	box	Costume room		Costume room		Box 205		0
708	REB	Costume room box	23/01/2001	Stored	1560	C2000.46a	Costume	Costume room	box	box	Costume room		Costume room		Box		1
709	HED	Costume room, Box 205	24/01/2001	Stored	1563	C1994.79	Costume	Costume room	Box 205	box	Costume room		Costume room		Box 205		0
758	Curator	Costume Room Box 35	27/02/2001	Stored	1618	C2000.11a	Costume	Costume room	Box 35	box	Costume room		Costume room		Box 35		0
785	CathD	Costume Room Box	13/03/2001	Stored	1638	C1985.122	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
786	CathD	Costume Room Box	13/03/2001	Stored	1639	C1985.129	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
787	CathD	Costume Room Box 50	13/03/2001	Stored	1643	C1998.72	Costume	Costume room	Box 50	box	Costume room		Costume room		Box 50		0
788	CathD	Costume Room Box	13/03/2001	Stored	1644	C1988.71b	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
921	REB	costume room	10/04/2001	Stored	1681	C2001.9a	Costume	NULL	Costume room	room	Costume room		Costume room				0
922	CathD	Costume Room Box 28	12/04/2001	Stored	1689	C2000.32	Costume	Costume room	Box 28	box	Costume room		Costume room		Box 28		0
923	CathD	Costume Room Box 232	12/04/2001	Stored	1690	C1998.10a	Costume	Costume room	Box 232	box	Costume room		Costume room		Box 232		0
924	CathD	Costume Room Box 43	12/04/2001	Stored	1691	C1997.60a,b	Costume	Costume room	Box 43	box	Costume room		Costume room		Box 43		0
925	CathD	Costume Room Box 117	12/04/2001	Stored	1692	C1997.16	Costume	Costume room	Box 117	box	Costume room		Costume room		Box 117		0
926	CathD	Costume Room Box	12/04/2001	Stored	1693	C1993.24	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
927	CathD	Costume Room Box	12/04/2001	Stored	1694	C1992.92a-b	Costume	Costume room	Box	box	Costume room		Costume room		Box		1
931	Curator	Tranby Room, Drawer 16	24/04/2001	Stored	1708	MA2001.1a-b	Museum Artefact	Tranby room	Drawer 16	drawer	Tranby room		Tranby room	Drawer 16			0
936	REB	COSTUME ROOM	08/05/2001	Stored	1722	C2001.16g	Costume	NULL	Costume room	room	Costume room		Costume room				0
937	REB	COSTUME ROOM	08/05/2001	Stored	1723	C2001.16h	Costume	NULL	Costume room	room	Costume room		Costume room				0
938	REB	COSTUME ROOM	08/05/2001	Stored	1724	C2001.16I	Costume	NULL	Costume room	room	Costume room		Costume room				0
939	REB	COSTUME ROOM	08/05/2001	Stored	1726	C2001.16k	Costume	NULL	Costume room	room	Costume room		Costume room				0
940	REB	COSTUME ROOM	08/05/2001	Stored	1727	C2001.16l	Costume	NULL	Costume room	room	Costume room		Costume room				0
941	REB	MANCHESTER CUPBOARD	15/05/2001	Stored	1728	C2001.21a	Costume	NULL	MANCHESTER CUPBOARD	container	MANCHESTER CUPBOARD	Tranby Room	Tranby Room	Manchester Cupboard			1
942	REB	MANCHESTER CUPBOARD	15/05/2001	Stored	1731	MA2001.21d	Museum Artefact	NULL	MANCHESTER CUPBOARD	container	MANCHESTER CUPBOARD	Tranby Room	Tranby Room	Manchester Cupboard			1
943	REB	COSTUME ROOM	15/05/2001	Stored	1734	C2001.22b	Costume	NULL	Costume room	room	Costume room		Costume room				0
944	REB	COSTUME ROOM	15/05/2001	Stored	1735	C2001.22c	Costume	NULL	Costume room	room	Costume room		Costume room				0
986	REB	TRANBY ROOM , Manchester Cupboard.	31/07/2001	Stored	1798	C2001.39a	Costume	Tranby room	Manchester Cupboard.	container	Tranby room		Tranby room	Manchester Cupboard			1
989	REB	COSTUME ROOM	31/07/2001	Stored	1802	C2001.41a	Costume	NULL	Costume room	room	Costume room		Costume room				0
990	REB	COSTUME ROOM	31/07/2001	Stored	1803	C2001.41b	Costume	NULL	Costume room	room	Costume room		Costume room				0
992	REB	COSTUME ROOM	31/07/2001	Stored	1805	C2001.43a	Costume	NULL	Costume room	room	Costume room		Costume room				0
1001	REB	TRANBY ROOM, Manchester Cupboard	07/08/2001	Stored	1814	C2001.44	Costume	NULL	TRANBY ROOM, Manchester Cupboard	container	Tranby Room	Tranby Room	Tranby Room	Manchester Cupboard			1
1002	REB	Tranby Room,	07/08/2001	Stored	1816	MA2001.45	Museum Artefact	NULL	Tranby room	room	Tranby room		Tranby room				0
1009	REB	COSTUME ROOM	21/08/2001	Stored	1824	C2001.46	Costume	NULL	Costume room	room	Costume room		Costume room				0
1012	REB	COSTUME ROOM	18/09/2001	Stored	1829	C2001.47c	Costume	NULL	Costume room	room	Costume room		Costume room				0
1019	REB	COSTUME ROOM	25/09/2001	Stored	1844	C2001.47f	Costume	NULL	Costume room	room	Costume room		Costume room				0
1032	JenM	Costume Room	13/03/2001	Stored	1639	C1985.129	Costume	NULL	Costume room	room	Costume room		Costume room				0
1033	JenM	Costume Room	13/03/2001	Stored	1640	C1990.72	Costume	NULL	Costume room	room	Costume room		Costume room				0
1034	JenM	Costume Room	13/03/2001	Stored	1641	C1991.43	Costume	NULL	Costume room	room	Costume room		Costume room				0
1035	JenM	Costume Room	13/03/2001	Stored	1642	C1992.86	Costume	NULL	Costume room	room	Costume room		Costume room				0
1036	JenM	Costume Room	13/03/2001	Stored	1644	C1988.71b	Costume	NULL	Costume room	room	Costume room		Costume room				0
1037	JenM	Costume Room Box 1	19/11/2001	Stored	1866	C1993.46	Costume	Costume room	Box 1	box	Costume room		Costume room		Box 1		0
1038	JenM	Costume Room Box 68	19/11/2001	Stored	1867	C1995.62	Costume	Costume room	Box 68	box	Costume room		Costume room		Box 68		0
1039	JenM	Costume Room	19/11/2001	Stored	1868	C1990.11c	Costume	NULL	Costume room	room	Costume room		Costume room				0
1040	JenM	Costume Room	19/11/2001	Stored	1869	C1990.48	Costume	NULL	Costume room	room	Costume room		Costume room				0
1041	JenM	Costume Room Box 8	19/11/2001	Stored	1870	C1994.82d	Costume	Costume room	Box 8	box	Costume room		Costume room		Box 8		0
1042	JenM	Costume Room Box 148	26/11/2001	Stored	1878	C1993.38	Costume	Costume room	Box 148	box	Costume room		Costume room		Box 148		0
1043	JenM	Costume Room Box 162	26/11/2001	Stored	1879	C1993.115	Costume	Costume room	Box 162	box	Costume room		Costume room		Box 162		0
1044	JenM	Costume Room Box 64	26/11/2001	Stored	1883	C1994.76	Costume	Costume room	Box 64	box	Costume room		Costume room		Box 64		0
1045	JenM	Costume Room Box 64	26/11/2001	Stored	1884	C1995.32	Costume	Costume room	Box 64	box	Costume room		Costume room		Box 64		0
1046	JenM	Costume Room	26/11/2001	Stored	1886	C1986.13	Costume	NULL	Costume room	room	Costume room		Costume room				0
1048	JenM	Costume Room Box 209	26/11/2001	Stored	1891	C1995.7	Costume	Costume room	Box 209	box	Costume room		Costume room		Box 209		0
1050	JenM	Costume Room Box 163	3/12/2001	Stored	1893	C1996.19	Costume	Costume room	Box 163	box	Costume room		Costume room		Box 163		0
1051	JenM	Costume Room Box 209	3/12/2001	Stored	1894	C1996.81	Costume	Costume room	Box 209	box	Costume room		Costume room		Box 209		0
1052	JenM	Costume Room Box 64	3/12/2001	Stored	1895	C1998.68	Costume	Costume room	Box 64	box	Costume room		Costume room		Box 64		0
1053	JenM	Costume Room Box 64	3/12/2001	Stored	1896	C1995.27	Costume	Costume room	Box 64	box	Costume room		Costume room		Box 64		0
1056	JenM	Costume Room Box 114	3/12/2001	Stored	1899	C1964.20a	Costume	Costume room	Box 114	box	Costume room		Costume room		Box 114		0
1057	JenM	Costume Room	3/12/2001	Stored	1900	C1964.39e	Costume	NULL	Costume room	room	Costume room		Costume room				0
1058	JenM	Costume Room	3/12/2001	Stored	1901	C1984.141	Costume	NULL	Costume room	room	Costume room		Costume room				0
1059	JenM	Costume Room Box 80	10/12/2001	Stored	1907	C1993.92	Costume	Costume room	Box 80	box	Costume room		Costume room		Box 80		0
1060	JenM	Costume Room Box 68	10/12/2001	Stored	1909	C1994.31	Costume	Costume room	Box 68	box	Costume room		Costume room		Box 68		0
1062	JenM	Costume Room Box 81	10/12/2001	Stored	1911	C1994.34	Costume	Costume room	Box 81	box	Costume room		Costume room		Box 81		0
1063	JenM	Costume Room Box 80	10/12/2001	Stored	1912	C1994.32	Costume	Costume room	Box 80	box	Costume room		Costume room		Box 80		0
1064	JenM	Costume Room Box 114	10/12/2001	Stored	1913	C1994.75	Costume	Costume room	Box 114	box	Costume room		Costume room		Box 114		0
1065	JenM	Costume Room Box 205	10/12/2001	Stored	1914	C1994.78	Costume	Costume room	Box 205	box	Costume room		Costume room		Box 205		0
1066	JenM	Costume Room Box 205	10/12/2001	Stored	1916	C1994.80	Costume	Costume room	Box 205	box	Costume room		Costume room		Box 205		0
1067	JenM	Costume Room Box 174	10/12/2001	Stored	1917	C1995.33	Costume	Costume room	Box 174	box	Costume room		Costume room		Box 174		0
1068	JenM	Costume Room Box 163	10/12/2001	Stored	1918	C1996.30	Costume	Costume room	Box 163	box	Costume room		Costume room		Box 163		0
1069	JenM	Costume Room Box 163	10/12/2001	Stored	1919	C1996.36a-e	Costume	Costume room	Box 163	box	Costume room		Costume room		Box 163		0
1070	JenM	Costume Room	10/12/2001	Stored	1920	C1997.19	Costume	NULL	Costume room	room	Costume room		Costume room				0
1071	JenM	Costume Room	17/12/2001	Stored	1922	C1985.120	Costume	NULL	Costume room	room	Costume room		Costume room				0
1072	JenM	Costume Room Box 97	17/12/2001	Stored	1930	C1998.27a	Costume	Costume room	Box 97	box	Costume room		Costume room		Box 97		0
1073	JenM	Costume Room Box 118	17/12/2001	Stored	1932	C1993.64	Costume	Costume room	Box 118	box	Costume room		Costume room		Box 118		0
1074	JenM	Costume Room Box 77	17/12/2001	Stored	1933	C1996.52	Costume	Costume room	Box 77	box	Costume room		Costume room		Box 77		0
1075	JenM	Costume Room Box 164	17/12/2001	Stored	1935	C1998.40	Costume	Costume room	Box 164	box	Costume room		Costume room		Box 164		0
1076	JenM	Costume Room Box 164	17/12/2001	Stored	1937	C1998.44	Costume	Costume room	Box 164	box	Costume room		Costume room		Box 164		0
1077	JenM	Costume Room Box 234	07/01/2002	Stored	1939	C1998.22b	Costume	Costume room	Box 234	box	Costume room		Costume room		Box 234		0
1078	JenM	Costume Room	07/01/2002	Stored	1943	C1972.72.2a	Costume	NULL	Costume room	room	Costume room		Costume room				0
1079	JenM	Costume Room	07/01/2002	Stored	1944	C1986.222	Costume	NULL	Costume room	room	Costume room		Costume room				0
1080	JenM	Costume Room Box 157	14/01/2002	Stored	1970	C1999.40	Costume	Costume room	Box 157	box	Costume room		Costume room		Box 157		0
1082	JenM	Costume Room	14/01/2002	Stored	1972	C1992.61	Costume	NULL	Costume room	room	Costume room		Costume room				0
1083	SuaG	c	14/01/2002	Stored	1986	C1993.49	Costume	NULL	c	container	c	Costume Room	Costume Room				0
